Id,SalePrice
1461,128922.0
1462,166020.0
1463,188462.0
1464,194782.0
1465,190538.0
1466,174113.0
1467,172826.0
1468,166265.0
1469,185484.0
1470,127164.0
1471,195866.0
1472,93316.0
1473,98489.0
1474,151558.0
1475,115622.0
1476,383286.0
1477,254858.0
1478,274470.0
1479,245874.0
1480,498596.0
1481,355058.0
1482,208624.0
1483,167931.0
1484,163314.0
1485,182812.0
1486,197364.0
1487,354403.0
1488,240032.0
1489,203595.0
1490,223180.0
1491,191521.0
1492,97019.0
1493,187763.0
1494,298136.0
1495,292244.0
1496,231751.0
1497,182382.0
1498,161326.0
1499,157674.0
1500,151631.0
1501,174216.0
1502,146235.0
1503,312512.0
1504,239623.0
1505,224396.0
1506,188653.0
1507,258018.0
1508,204043.0
1509,158543.0
1510,146366.0
1511,143509.0
1512,177687.0
1513,148795.0
1514,174568.0
1515,189999.0
1516,147296.0
1517,162179.0
1518,137321.0
1519,224126.0
1520,133800.0
1521,136738.0
1522,169938.0
1523,120085.0
1524,125394.0
1525,129381.0
1526,118986.0
1527,103080.0
1528,137422.0
1529,151410.0
1530,175098.0
1531,101141.0
1532,100778.0
1533,150199.0
1534,121785.0
1535,155235.0
1536,110234.0
1537,73221.0
1538,162702.0
1539,189304.0
1540,92462.0
1541,140775.0
1542,144850.0
1543,202273.0
1544,79747.0
1545,112731.0
1546,131320.0
1547,134061.0
1548,135071.0
1549,112489.0
1550,133891.0
1551,109969.0
1552,141548.0
1553,148037.0
1554,113471.0
1555,168454.0
1556,82495.0
1557,112464.0
1558,94140.0
1559,74331.0
1560,127569.0
1561,147413.0
1562,132238.0
1563,125161.0
1564,155559.0
1565,147619.0
1566,243134.0
1567,74100.0
1568,235198.0
1569,137722.0
1570,137962.0
1571,112944.0
1572,146167.0
1573,246369.0
1574,110734.0
1575,216779.0
1576,231382.0
1577,194206.0
1578,138340.0
1579,144337.0
1580,196288.0
1581,153877.0
1582,128119.0
1583,336077.0
1584,225645.0
1585,141844.0
1586,74640.0
1587,97153.0
1588,150566.0
1589,102268.0
1590,132898.0
1591,94617.0
1592,112125.0
1593,125901.0
1594,141211.0
1595,115308.0
1596,236851.0
1597,188063.0
1598,201089.0
1599,167594.0
1600,168079.0
1601,68025.0
1602,119222.0
1603,76281.0
1604,263972.0
1605,248708.0
1606,170576.0
1607,162008.0
1608,214249.0
1609,189962.0
1610,153719.0
1611,134062.0
1612,161559.0
1613,165717.0
1614,124595.0
1615,85503.0
1616,71992.0
1617,92108.0
1618,131101.0
1619,142696.0
1620,178409.0
1621,139262.0
1622,141200.0
1623,295237.0
1624,208356.0
1625,125166.0
1626,159367.0
1627,191939.0
1628,276405.0
1629,175341.0
1630,363426.0
1631,221591.0
1632,242509.0
1633,171665.0
1634,189711.0
1635,174298.0
1636,151859.0
1637,202243.0
1638,190234.0
1639,184459.0
1640,267608.0
1641,173990.0
1642,226864.0
1643,223211.0
1644,232904.0
1645,197405.0
1646,157082.0
1647,155471.0
1648,128467.0
1649,136888.0
1650,119156.0
1651,126703.0
1652,96287.0
1653,102614.0
1654,148634.0
1655,146959.0
1656,147303.0
1657,151711.0
1658,144930.0
1659,126587.0
1660,151731.0
1661,433827.0
1662,413318.0
1663,390662.0
1664,318110.0
1665,308186.0
1666,325775.0
1667,330845.0
1668,339473.0
1669,292252.0
1670,354856.0
1671,261382.0
1672,475771.0
1673,286078.0
1674,246692.0
1675,186452.0
1676,189394.0
1677,222402.0
1678,477826.0
1679,410560.0
1680,363104.0
1681,239766.0
1682,299269.0
1683,173108.0
1684,174789.0
1685,169822.0
1686,169067.0
1687,171146.0
1688,192261.0
1689,195482.0
1690,192048.0
1691,181075.0
1692,258378.0
1693,166409.0
1694,182816.0
1695,166195.0
1696,278631.0
1697,170905.0
1698,364515.0
1699,325881.0
1700,243637.0
1701,267421.0
1702,256264.0
1703,259726.0
1704,288914.0
1705,227740.0
1706,422582.0
1707,214694.0
1708,207206.0
1709,271816.0
1710,218618.0
1711,265210.0
1712,266281.0
1713,270909.0
1714,229757.0
1715,202555.0
1716,186260.0
1717,175303.0
1718,132265.0
1719,199987.0
1720,248869.0
1721,165971.0
1722,120308.0
1723,152814.0
1724,207458.0
1725,242335.0
1726,184129.0
1727,152848.0
1728,172501.0
1729,161814.0
1730,153428.0
1731,126512.0
1732,136497.0
1733,121949.0
1734,119657.0
1735,127626.0
1736,120858.0
1737,321995.0
1738,222836.0
1739,270651.0
1740,235982.0
1741,194007.0
1742,170855.0
1743,172100.0
1744,303989.0
1745,228327.0
1746,186841.0
1747,215161.0
1748,236093.0
1749,150854.0
1750,129555.0
1751,241794.0
1752,124254.0
1753,148779.0
1754,196931.0
1755,167321.0
1756,135482.0
1757,121751.0
1758,141438.0
1759,155925.0
1760,164115.0
1761,143447.0
1762,176872.0
1763,165529.0
1764,115989.0
1765,152566.0
1766,172560.0
1767,217522.0
1768,143898.0
1769,174701.0
1770,145954.0
1771,129462.0
1772,142197.0
1773,130419.0
1774,131692.0
1775,137317.0
1776,129501.0
1777,112141.0
1778,134886.0
1779,111493.0
1780,175502.0
1781,130357.0
1782,86126.0
1783,148402.0
1784,102826.0
1785,113138.0
1786,127946.0
1787,161807.0
1788,54046.0
1789,94349.0
1790,72050.0
1791,182199.0
1792,157914.0
1793,126056.0
1794,147791.0
1795,134569.0
1796,113903.0
1797,120921.0
1798,120198.0
1799,113644.0
1800,131750.0
1801,133082.0
1802,117013.0
1803,152527.0
1804,141245.0
1805,135876.0
1806,115209.0
1807,123197.0
1808,111658.0
1809,118313.0
1810,143121.0
1811,96848.0
1812,99980.0
1813,122771.0
1814,101116.0
1815,58547.0
1816,91331.0
1817,106094.0
1818,142521.0
1819,121316.0
1820,49481.0
1821,101783.0
1822,149288.0
1823,40733.0
1824,134812.0
1825,133193.0
1826,103576.0
1827,100973.0
1828,138575.0
1829,111122.0
1830,144930.0
1831,142384.0
1832,88307.0
1833,141008.0
1834,120927.0
1835,136836.0
1836,131299.0
1837,89285.0
1838,125509.0
1839,93225.0
1840,165592.0
1841,151885.0
1842,83505.0
1843,128782.0
1844,133121.0
1845,138417.0
1846,151566.0
1847,163894.0
1848,55396.0
1849,107947.0
1850,115064.0
1851,148432.0
1852,120690.0
1853,129393.0
1854,169937.0
1855,147375.0
1856,216131.0
1857,134953.0
1858,137471.0
1859,118159.0
1860,148580.0
1861,116207.0
1862,310757.0
1863,295140.0
1864,295877.0
1865,335014.0
1866,347706.0
1867,237850.0
1868,308330.0
1869,206968.0
1870,232553.0
1871,240030.0
1872,165945.0
1873,249419.0
1874,142045.0
1875,201876.0
1876,198375.0
1877,205670.0
1878,188002.0
1879,131149.0
1880,133830.0
1881,239118.0
1882,253776.0
1883,188686.0
1884,203542.0
1885,241052.0
1886,297140.0
1887,202664.0
1888,280821.0
1889,159986.0
1890,122981.0
1891,133782.0
1892,107515.0
1893,129770.0
1894,127369.0
1895,132465.0
1896,124884.0
1897,114705.0
1898,112420.0
1899,148056.0
1900,151484.0
1901,173751.0
1902,142696.0
1903,213164.0
1904,143472.0
1905,205383.0
1906,158813.0
1907,199217.0
1908,112645.0
1909,137670.0
1910,120568.0
1911,213212.0
1912,332221.0
1913,140571.0
1914,54510.0
1915,323368.0
1916,61903.0
1917,254506.0
1918,142344.0
1919,169248.0
1920,145776.0
1921,448530.0
1922,323097.0
1923,212551.0
1924,242325.0
1925,191501.0
1926,402535.0
1927,134197.0
1928,156951.0
1929,125871.0
1930,135325.0
1931,145992.0
1932,141963.0
1933,174987.0
1934,182882.0
1935,172403.0
1936,190147.0
1937,186255.0
1938,169797.0
1939,238759.0
1940,190268.0
1941,173101.0
1942,186019.0
1943,203359.0
1944,356162.0
1945,384306.0
1946,137150.0
1947,335682.0
1948,162488.0
1949,238681.0
1950,186832.0
1951,239201.0
1952,222008.0
1953,167615.0
1954,182513.0
1955,132526.0
1956,291009.0
1957,151650.0
1958,313825.0
1959,143101.0
1960,114400.0
1961,126478.0
1962,96712.0
1963,103489.0
1964,115289.0
1965,146593.0
1966,138584.0
1967,283455.0
1968,487665.0
1969,402923.0
1970,459678.0
1971,452417.0
1972,393066.0
1973,257982.0
1974,319404.0
1975,359844.0
1976,265042.0
1977,360277.0
1978,380350.0
1979,337771.0
1980,197312.0
1981,353447.0
1982,224192.0
1983,204396.0
1984,166022.0
1985,223405.0
1986,213104.0
1987,179527.0
1988,173215.0
1989,195089.0
1990,206818.0
1991,242901.0
1992,210195.0
1993,167470.0
1994,232481.0
1995,189540.0
1996,244080.0
1997,306000.0
1998,335206.0
1999,254543.0
2000,322345.0
2001,263106.0
2002,251070.0
2003,262773.0
2004,266214.0
2005,221093.0
2006,230066.0
2007,249423.0
2008,216951.0
2009,193021.0
2010,192937.0
2011,135401.0
2012,170733.0
2013,177057.0
2014,187866.0
2015,206032.0
2016,191571.0
2017,197333.0
2018,121458.0
2019,138480.0
2020,108916.0
2021,112156.0
2022,184737.0
2023,144510.0
2024,247077.0
2025,359983.0
2026,170947.0
2027,155281.0
2028,150644.0
2029,168073.0
2030,273985.0
2031,238962.0
2032,250425.0
2033,267559.0
2034,165027.0
2035,222411.0
2036,195488.0
2037,199241.0
2038,286052.0
2039,227810.0
2040,274348.0
2041,305097.0
2042,207348.0
2043,173517.0
2044,158065.0
2045,220860.0
2046,147183.0
2047,145470.0
2048,142868.0
2049,140031.0
2050,180128.0
2051,106044.0
2052,123080.0
2053,146288.0
2054,81685.0
2055,155219.0
2056,138514.0
2057,115039.0
2058,221821.0
2059,129468.0
2060,172443.0
2061,176607.0
2062,132923.0
2063,109728.0
2064,143362.0
2065,121840.0
2066,162100.0
2067,107252.0
2068,139068.0
2069,91694.0
2070,115264.0
2071,93069.0
2072,132727.0
2073,137771.0
2074,190212.0
2075,142472.0
2076,121025.0
2077,157690.0
2078,129806.0
2079,131905.0
2080,118713.0
2081,129490.0
2082,122686.0
2083,143619.0
2084,110610.0
2085,119205.0
2086,117206.0
2087,118657.0
2088,103016.0
2089,75029.0
2090,130159.0
2091,121604.0
2092,125763.0
2093,124204.0
2094,110395.0
2095,142929.0
2096,74250.0
2097,94635.0
2098,149441.0
2099,53799.0
2100,76085.0
2101,122811.0
2102,119654.0
2103,100806.0
2104,140950.0
2105,124852.0
2106,77853.0
2107,218305.0
2108,113370.0
2109,117067.0
2110,133015.0
2111,134626.0
2112,141528.0
2113,126105.0
2114,110206.0
2115,161502.0
2116,114224.0
2117,151530.0
2118,121782.0
2119,104333.0
2120,113352.0
2121,82854.0
2122,110516.0
2123,82302.0
2124,159404.0
2125,128156.0
2126,147955.0
2127,155915.0
2128,122892.0
2129,93206.0
2130,143779.0
2131,126171.0
2132,117009.0
2133,123611.0
2134,125376.0
2135,94704.0
2136,79228.0
2137,108084.0
2138,128960.0
2139,150898.0
2140,142252.0
2141,144999.0
2142,121835.0
2143,145687.0
2144,118450.0
2145,137626.0
2146,166299.0
2147,139980.0
2148,136258.0
2149,144141.0
2150,233309.0
2151,111608.0
2152,177315.0
2153,172579.0
2154,106362.0
2155,145590.0
2156,274780.0
2157,235262.0
2158,242865.0
2159,199026.0
2160,175882.0
2161,239080.0
2162,425980.0
2163,358540.0
2164,237595.0
2165,196221.0
2166,148227.0
2167,215764.0
2168,201257.0
2169,194665.0
2170,222627.0
2171,148081.0
2172,130115.0
2173,171659.0
2174,230857.0
2175,301301.0
2176,326911.0
2177,239457.0
2178,211309.0
2179,141268.0
2180,234844.0
2181,185225.0
2182,214954.0
2183,191164.0
2184,123070.0
2185,116064.0
2186,145437.0
2187,148523.0
2188,150640.0
2189,267296.0
2190,84811.0
2191,83516.0
2192,95141.0
2193,95826.0
2194,96569.0
2195,112297.0
2196,100545.0
2197,112512.0
2198,163164.0
2199,184489.0
2200,153125.0
2201,148266.0
2202,219443.0
2203,136080.0
2204,179853.0
2205,115974.0
2206,148689.0
2207,221568.0
2208,257051.0
2209,237166.0
2210,121516.0
2211,111617.0
2212,118058.0
2213,105976.0
2214,130102.0
2215,100433.0
2216,153380.0
2217,84989.0
2218,63798.0
2219,60560.0
2220,62639.0
2221,322220.0
2222,275776.0
2223,308356.0
2224,215791.0
2225,116739.0
2226,186082.0
2227,197326.0
2228,264015.0
2229,256590.0
2230,155590.0
2231,211205.0
2232,178523.0
2233,173960.0
2234,234281.0
2235,212895.0
2236,279602.0
2237,357336.0
2238,207620.0
2239,104720.0
2240,156159.0
2241,167145.0
2242,123653.0
2243,124298.0
2244,107280.0
2245,99582.0
2246,140442.0
2247,112139.0
2248,129599.0
2249,127773.0
2250,137649.0
2251,98907.0
2252,171308.0
2253,155600.0
2254,171060.0
2255,191043.0
2256,180913.0
2257,213386.0
2258,163640.0
2259,181523.0
2260,163891.0
2261,191197.0
2262,204297.0
2263,362052.0
2264,442038.0
2265,179310.0
2266,315867.0
2267,375106.0
2268,394322.0
2269,152873.0
2270,194453.0
2271,218460.0
2272,195278.0
2273,163595.0
2274,184316.0
2275,171654.0
2276,195109.0
2277,187380.0
2278,149251.0
2279,132873.0
2280,116700.0
2281,167869.0
2282,183714.0
2283,103556.0
2284,111882.0
2285,140329.0
2286,124233.0
2287,352720.0
2288,276414.0
2289,412188.0
2290,481993.0
2291,324125.0
2292,454532.0
2293,494213.0
2294,444989.0
2295,465344.0
2296,300386.0
2297,323795.0
2298,330169.0
2299,381497.0
2300,341629.0
2301,285761.0
2302,245154.0
2303,245089.0
2304,238097.0
2305,186374.0
2306,184959.0
2307,190472.0
2308,235010.0
2309,279157.0
2310,209767.0
2311,189850.0
2312,176261.0
2313,175933.0
2314,167551.0
2315,174007.0
2316,188059.0
2317,188360.0
2318,175790.0
2319,179469.0
2320,188723.0
2321,237511.0
2322,173446.0
2323,183497.0
2324,172149.0
2325,220827.0
2326,171167.0
2327,203402.0
2328,220683.0
2329,190877.0
2330,183738.0
2331,362410.0
2332,391582.0
2333,326287.0
2334,247337.0
2335,266406.0
2336,325045.0
2337,211196.0
2338,283456.0
2339,211722.0
2340,398142.0
2341,229566.0
2342,243500.0
2343,227426.0
2344,211247.0
2345,240787.0
2346,212892.0
2347,199119.0
2348,234150.0
2349,175983.0
2350,293872.0
2351,256368.0
2352,255492.0
2353,243141.0
2354,136793.0
2355,142536.0
2356,149237.0
2357,194023.0
2358,191028.0
2359,137449.0
2360,118260.0
2361,145209.0
2362,277195.0
2363,135840.0
2364,151548.0
2365,220069.0
2366,190244.0
2367,225642.0
2368,215827.0
2369,230827.0
2370,169606.0
2371,165829.0
2372,197573.0
2373,283447.0
2374,325224.0
2375,257444.0
2376,283946.0
2377,370759.0
2378,138738.0
2379,195623.0
2380,140831.0
2381,167855.0
2382,198611.0
2383,207305.0
2384,245664.0
2385,161537.0
2386,133754.0
2387,136671.0
2388,95374.0
2389,123537.0
2390,141181.0
2391,143001.0
2392,116158.0
2393,170855.0
2394,140555.0
2395,205917.0
2396,145955.0
2397,216658.0
2398,132986.0
2399,58044.0
2400,58115.0
2401,117677.0
2402,137436.0
2403,141756.0
2404,144383.0
2405,160800.0
2406,145252.0
2407,125716.0
